DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,EX_DIVIDEND,SPLIT_RATIO,ADJ_OPEN,ADJ_HIGH,ADJ_LOW,ADJ_CLOSE,ADJ_VOLUME
2018-02-14,,105.2,104.4,104.74,3530002.0,0.0,1.0,,105.2,104.4,104.74,3530002.0
2018-02-13,,105.6,104.6,104.87,3953107.0,0.0,1.0,,105.6,104.6,104.87,3953107.0
2018-02-12,,105.6,104.0,105.06,3612934.0,0.0,1.0,,105.6,104.0,105.06,3612934.0
2018-02-11,,104.0,103.4,103.66,3462405.0,0.0,1.0,,104.0,103.4,103.66,3462405.0
2018-02-08,,105.6,103.8,104.1,6015860.0,0.0,1.0,,105.6,103.8,104.1,6015860.0
2018-02-07,,105.8,104.8,104.91,5527635.0,0.0,1.0,,105.8,104.8,104.91,5527635.0
2018-02-06,,105.0,103.6,104.82,5751757.0,0.0,1.0,,105.0,103.6,104.82,5751757.0
2018-02-05,,106.4,105.6,105.71,6191614.0,0.0,1.0,,106.4,105.6,105.71,6191614.0
2018-02-04,,106.6,105.8,105.96,5135230.0,0.0,1.0,,106.6,105.8,105.96,5135230.0
2018-02-01,,107.8,106.6,106.83,7452743.0,0.0,1.0,,107.8,106.6,106.83,7452743.0
2018-01-31,,108.0,106.6,107.53,7821243.0,0.0,1.0,,108.0,106.6,107.53,7821243.0
2018-01-30,,107.0,106.2,106.7,7605823.0,0.0,1.0,,107.0,106.2,106.7,7605823.0
2018-01-29,,107.0,105.6,106.55,5945758.0,0.0,1.0,,107.0,105.6,106.55,5945758.0
2018-01-28,107.0,107.0,105.6,105.76,5142971.0,0.0,1.0,107.0,107.0,105.6,105.76,5142971.0
2018-01-25,,109.0,107.0,108.87,4824044.0,0.0,1.0,,109.0,107.0,108.87,4824044.0
2018-01-24,,107.4,106.6,106.66,2298047.0,0.0,1.0,,107.4,106.6,106.66,2298047.0
2018-01-23,,107.2,106.6,106.88,2235069.0,0.0,1.0,,107.2,106.6,106.88,2235069.0
2018-01-22,,107.4,106.4,106.68,2166144.0,0.0,1.0,,107.4,106.4,106.68,2166144.0
2018-01-21,,106.8,106.0,106.55,1939269.0,0.0,1.0,,106.8,106.0,106.55,1939269.0
2018-01-18,,107.8,106.0,106.39,2885717.0,0.0,1.0,,107.8,106.0,106.39,2885717.0
2018-01-17,,107.8,105.4,107.24,3487035.0,0.0,1.0,,107.8,105.4,107.24,3487035.0
2018-01-16,,108.2,106.0,106.16,4418793.0,0.0,1.0,,108.2,106.0,106.16,4418793.0
2018-01-15,,108.0,104.0,107.18,3857134.0,0.0,1.0,,108.0,104.0,107.18,3857134.0
2018-01-14,,104.6,101.4,104.06,4863007.0,0.0,1.0,,104.6,101.4,104.06,4863007.0
2018-01-11,,101.8,101.4,101.54,3851150.0,0.0,1.0,,101.8,101.4,101.54,3851150.0
2018-01-10,101.6,102.2,101.0,101.68,4013879.0,0.0,1.0,101.6,102.2,101.0,101.68,4013879.0
2018-01-09,,102.0,101.0,101.29,3860818.0,0.0,1.0,,102.0,101.0,101.29,3860818.0
2018-01-08,,102.4,101.4,101.7,4610024.0,0.0,1.0,,102.4,101.4,101.7,4610024.0
2018-01-07,,102.2,101.4,101.58,4147709.0,0.0,1.0,,102.2,101.4,101.58,4147709.0
2018-01-04,,102.0,101.2,101.41,5020371.0,0.0,1.0,,102.0,101.2,101.41,5020371.0
2018-01-03,,102.0,101.0,101.5,7413881.0,0.0,1.0,,102.0,101.0,101.5,7413881.0
2018-01-02,,101.6,100.8,100.98,5639868.0,0.0,1.0,,101.6,100.8,100.98,5639868.0
2018-01-01,,102.0,100.8,101.42,4162501.0,0.0,1.0,,102.0,100.8,101.42,4162501.0
2017-12-31,,102.8,101.8,101.95,5822432.0,0.0,1.0,,102.8,101.8,101.95,5822432.0
2017-12-28,,102.2,101.6,101.89,7119644.0,0.0,1.0,,102.2,101.6,101.89,7119644.0
2017-12-27,,102.8,101.6,101.71,5923540.0,0.0,1.0,,102.8,101.6,101.71,5923540.0
2017-12-26,,102.0,101.2,101.42,3243073.0,0.0,1.0,,102.0,101.2,101.42,3243073.0
2017-12-25,,101.8,101.2,101.28,2953717.0,0.0,1.0,,101.8,101.2,101.28,2953717.0
2017-12-24,,102.2,101.4,101.68,3011593.0,0.0,1.0,,102.2,101.4,101.68,3011593.0
2017-12-21,,102.8,101.6,101.78,4138209.0,0.0,1.0,,102.8,101.6,101.78,4138209.0
2017-12-20,,102.8,101.6,102.24,3409299.0,0.0,1.0,,102.8,101.6,102.24,3409299.0
2017-12-19,,103.0,101.4,101.84,4073045.0,0.0,1.0,,103.0,101.4,101.84,4073045.0
2017-12-18,,102.0,101.2,101.71,3264929.0,0.0,1.0,,102.0,101.2,101.71,3264929.0
2017-12-17,,101.6,100.8,101.3,2667656.0,0.0,1.0,,101.6,100.8,101.3,2667656.0
2017-12-14,,101.4,100.8,100.91,2837584.0,0.0,1.0,,101.4,100.8,100.91,2837584.0
2017-12-13,,101.6,101.2,101.26,3063997.0,0.0,1.0,,101.6,101.2,101.26,3063997.0
2017-12-12,,101.6,101.0,101.26,3660857.0,0.0,1.0,,101.6,101.0,101.26,3660857.0
2017-12-11,,101.6,101.0,101.07,3367906.0,0.0,1.0,,101.6,101.0,101.07,3367906.0
2017-12-10,,101.8,101.2,101.51,3121412.0,0.0,1.0,,101.8,101.2,101.51,3121412.0
2017-12-07,,101.8,101.0,101.5,4567751.0,0.0,1.0,,101.8,101.0,101.5,4567751.0
2017-12-06,,101.4,101.0,101.06,3891468.0,0.0,1.0,,101.4,101.0,101.06,3891468.0
2017-12-05,,101.6,101.0,101.29,3937641.0,0.0,1.0,,101.6,101.0,101.29,3937641.0
2017-12-04,,101.8,101.0,101.29,4258605.0,0.0,1.0,,101.8,101.0,101.29,4258605.0
2017-12-03,,101.8,101.2,101.5,5183888.0,0.0,1.0,,101.8,101.2,101.5,5183888.0
2017-11-30,,100.8,100.4,100.55,4633304.0,0.0,1.0,,100.8,100.4,100.55,4633304.0
2017-11-29,,101.0,100.2,100.57,6614875.0,0.0,1.0,,101.0,100.2,100.57,6614875.0
2017-11-28,,101.0,100.2,100.49,5664806.0,0.0,1.0,,101.0,100.2,100.49,5664806.0
2017-11-27,,101.0,100.2,100.33,5308533.0,0.0,1.0,,101.0,100.2,100.33,5308533.0
2017-11-26,,100.6,99.5,100.21,2618767.0,0.0,1.0,,100.6,99.5,100.21,2618767.0
2017-11-23,,99.8,99.2,99.5,2284373.0,0.0,1.0,,99.8,99.2,99.5,2284373.0
2017-11-22,,99.7,99.1,99.36,3002574.0,0.0,1.0,,99.7,99.1,99.36,3002574.0
2017-11-21,,99.4,98.4,99.08,2006510.0,0.0,1.0,,99.4,98.4,99.08,2006510.0
2017-11-20,,99.9,99.1,99.16,2844728.0,0.0,1.0,,99.9,99.1,99.16,2844728.0
2017-11-19,,100.2,99.6,99.89,2383756.0,0.0,1.0,,100.2,99.6,99.89,2383756.0
2017-11-16,,99.9,99.4,99.69,2911153.0,0.0,1.0,,99.9,99.4,99.69,2911153.0
2017-11-15,,100.2,99.3,99.5,3034369.0,0.0,1.0,,100.2,99.3,99.5,3034369.0
2017-11-14,,100.4,99.7,99.83,3242194.0,0.0,1.0,,100.4,99.7,99.83,3242194.0
2017-11-13,,100.2,99.6,99.97,3414003.0,0.0,1.0,,100.2,99.6,99.97,3414003.0
2017-11-12,,100.2,99.1,99.88,4398843.0,0.0,1.0,,100.2,99.1,99.88,4398843.0
2017-11-09,,100.0,99.0,99.73,3823248.0,0.0,1.0,,100.0,99.0,99.73,3823248.0
2017-11-08,,100.2,98.2,99.38,4582741.0,0.0,1.0,,100.2,98.2,99.38,4582741.0
2017-11-07,,101.0,97.8,98.61,6286285.0,0.0,1.0,,101.0,97.8,98.61,6286285.0
2017-11-06,,100.6,99.1,100.46,5343249.0,0.0,1.0,,100.6,99.1,100.46,5343249.0
2017-11-05,,99.8,97.8,99.73,4780868.0,0.0,1.0,,99.8,97.8,99.73,4780868.0
2017-11-02,,99.7,99.2,99.44,4615200.0,0.0,1.0,,99.7,99.2,99.44,4615200.0
2017-11-01,,99.9,99.2,99.46,6212918.0,0.0,1.0,,99.9,99.2,99.46,6212918.0
2017-10-31,,99.9,99.2,99.33,4956380.0,0.0,1.0,,99.9,99.2,99.33,4956380.0
2017-10-30,,100.8,99.6,99.76,6411171.0,0.0,1.0,,100.8,99.6,99.76,6411171.0
2017-10-29,,100.6,99.0,99.33,5487427.0,0.0,1.0,,100.6,99.0,99.33,5487427.0
2017-10-26,,98.8,98.2,98.59,2812776.0,0.0,1.0,,98.8,98.2,98.59,2812776.0
2017-10-25,,98.7,97.6,98.45,2418597.0,0.0,1.0,,98.7,97.6,98.45,2418597.0
2017-10-24,,98.5,97.4,97.55,2799160.0,0.0,1.0,,98.5,97.4,97.55,2799160.0
2017-10-23,,98.3,97.0,97.68,2892960.0,0.0,1.0,,98.3,97.0,97.68,2892960.0
2017-10-22,,98.7,98.1,98.22,2108214.0,0.0,1.0,,98.7,98.1,98.22,2108214.0
2017-10-19,,98.7,98.0,98.36,2678948.0,0.0,1.0,,98.7,98.0,98.36,2678948.0
2017-10-18,,98.8,94.9,98.2,3913489.0,0.0,1.0,,98.8,94.9,98.2,3913489.0
2017-10-17,,99.0,98.0,98.06,3348291.0,0.0,1.0,,99.0,98.0,98.06,3348291.0
2017-10-16,,98.5,98.0,98.24,2997056.0,0.0,1.0,,98.5,98.0,98.24,2997056.0
2017-10-15,,99.5,98.0,98.26,2896177.0,0.0,1.0,,99.5,98.0,98.26,2896177.0
2017-10-12,,99.5,97.8,98.74,4908763.0,0.0,1.0,,99.5,97.8,98.74,4908763.0
2017-10-11,,101.0,97.5,98.13,5743416.0,0.0,1.0,,101.0,97.5,98.13,5743416.0
2017-10-10,,101.2,100.2,100.8,3228949.0,0.0,1.0,,101.2,100.2,100.8,3228949.0
2017-10-09,,101.2,100.0,100.69,4518798.0,0.0,1.0,,101.2,100.0,100.69,4518798.0
2017-10-08,,101.6,100.6,100.76,3424464.0,0.0,1.0,,101.6,100.6,100.76,3424464.0
2017-10-05,,101.8,101.2,101.69,4230413.0,0.0,1.0,,101.8,101.2,101.69,4230413.0
2017-10-04,,102.0,101.4,101.58,4667135.0,0.0,1.0,,102.0,101.4,101.58,4667135.0
2017-10-03,,102.2,101.4,101.49,4414685.0,0.0,1.0,,102.2,101.4,101.49,4414685.0
2017-10-02,,102.4,101.4,101.64,4874700.0,0.0,1.0,,102.4,101.4,101.64,4874700.0
2017-10-01,,102.6,101.0,101.7,6409691.0,0.0,1.0,,102.6,101.0,101.7,6409691.0
2017-09-28,,103.2,101.0,102.82,7284011.0,0.0,1.0,,103.2,101.0,102.82,7284011.0
2017-09-27,,101.4,100.6,100.87,3544584.0,0.0,1.0,,101.4,100.6,100.87,3544584.0
2017-09-26,,101.6,100.4,101.15,2778291.0,0.0,1.0,,101.6,100.4,101.15,2778291.0
2017-09-25,,101.0,99.3,100.01,2889924.0,0.0,1.0,,101.0,99.3,100.01,2889924.0
2017-09-21,,101.2,100.6,100.87,2504855.0,0.0,1.0,,101.2,100.6,100.87,2504855.0
2017-09-20,,101.0,100.4,100.76,3731730.0,0.0,1.0,,101.0,100.4,100.76,3731730.0
2017-09-19,,101.8,101.0,101.19,3333163.0,0.0,1.0,,101.8,101.0,101.19,3333163.0
2017-09-18,,102.2,101.4,101.52,3283408.0,0.0,1.0,,102.2,101.4,101.52,3283408.0
2017-09-17,,102.6,101.2,101.68,4028382.0,0.0,1.0,,102.6,101.2,101.68,4028382.0
2017-09-14,,102.2,101.0,101.26,5325003.0,0.0,1.0,,102.2,101.0,101.26,5325003.0
2017-09-13,,101.4,100.6,100.83,3984036.0,0.0,1.0,,101.4,100.6,100.83,3984036.0
2017-09-12,,101.6,99.9,100.73,4951060.0,0.0,1.0,,101.6,99.9,100.73,4951060.0
2017-09-11,,100.4,99.4,99.94,4108597.0,0.0,1.0,,100.4,99.4,99.94,4108597.0
2017-09-10,,99.9,99.4,99.56,2692113.0,0.0,1.0,,99.9,99.4,99.56,2692113.0
2017-09-07,,99.8,99.1,99.61,2307334.0,0.0,1.0,,99.8,99.1,99.61,2307334.0
2017-09-06,,99.6,99.1,99.29,1114905.0,0.0,1.0,,99.6,99.1,99.29,1114905.0
2017-08-29,,99.2,98.7,98.92,2645135.0,0.0,1.0,,99.2,98.7,98.92,2645135.0
2017-08-28,,99.6,98.4,98.99,4440684.0,0.0,1.0,,99.6,98.4,98.99,4440684.0
2017-08-27,,98.9,98.5,98.53,2362060.0,0.0,1.0,,98.9,98.5,98.53,2362060.0
2017-08-24,,98.9,98.2,98.68,3320572.0,0.0,1.0,,98.9,98.2,98.68,3320572.0
2017-08-23,,99.0,98.3,98.41,2629319.0,0.0,1.0,,99.0,98.3,98.41,2629319.0
2017-08-22,,98.7,98.4,98.48,2005081.0,0.0,1.0,,98.7,98.4,98.48,2005081.0
2017-08-21,,98.8,98.1,98.35,2387035.0,0.0,1.0,,98.8,98.1,98.35,2387035.0
2017-08-20,,98.8,98.0,98.09,2208800.0,0.0,1.0,,98.8,98.0,98.09,2208800.0
2017-08-17,,98.2,97.6,98.06,2513945.0,0.0,1.0,,98.2,97.6,98.06,2513945.0
2017-08-16,,98.1,97.6,97.69,2746187.0,0.0,1.0,,98.1,97.6,97.69,2746187.0
2017-08-15,,98.3,97.6,97.87,2389012.0,0.0,1.0,,98.3,97.6,97.87,2389012.0
2017-08-14,,98.5,97.9,97.96,2812302.0,0.0,1.0,,98.5,97.9,97.96,2812302.0
2017-08-13,,98.7,98.1,98.37,2435923.0,0.0,1.0,,98.7,98.1,98.37,2435923.0
2017-08-10,,98.6,97.9,98.22,2887217.0,0.0,1.0,,98.6,97.9,98.22,2887217.0
2017-08-09,,98.6,97.9,97.98,2794157.0,0.0,1.0,,98.6,97.9,97.98,2794157.0
2017-08-08,,98.4,97.6,98.15,2897479.0,0.0,1.0,,98.4,97.6,98.15,2897479.0
2017-08-07,97.3,98.3,97.3,97.71,3242228.0,0.0,1.0,97.3,98.3,97.3,97.71,3242228.0
2017-08-06,97.4,97.8,97.1,97.46,3040858.0,0.0,1.0,97.4,97.8,97.1,97.46,3040858.0
2017-08-03,97.4,97.9,97.1,97.21,4113080.0,0.0,1.0,97.4,97.9,97.1,97.21,4113080.0
2017-08-02,,98.8,97.2,97.33,4207976.0,0.0,1.0,,98.8,97.2,97.33,4207976.0
2017-08-01,,99.2,97.6,98.53,6310339.0,0.0,1.0,,99.2,97.6,98.53,6310339.0
2017-07-31,,98.6,97.3,97.4,3892321.0,2.0,1.0,,98.6,97.3,97.4,3892321.0
2017-07-30,,100.0,98.4,98.88,4386408.0,0.0,1.0,,97.9773462783172,96.4097087378641,96.88,4476961.4269199
2017-07-27,,100.6,100.0,100.06,2747166.0,0.0,1.0,,98.5652103559871,97.9773462783172,98.0361326860842,2803878.7580512
2017-07-26,,100.6,100.0,100.2,1959325.0,0.0,1.0,,98.5652103559871,97.9773462783172,98.1733009708738,1999773.49298101
2017-07-25,,100.6,99.8,99.96,2158487.0,0.0,1.0,,98.5652103559871,97.7813915857606,97.9381553398059,2203047.01238646
2017-07-24,,100.4,99.5,100.13,2474009.0,0.0,1.0,,98.3692556634305,97.4874595469256,98.104716828479,2525082.67877787
2017-07-23,,100.6,99.8,99.88,1998578.0,0.0,1.0,,98.5652103559871,97.7813915857606,97.8597734627832,2039836.835673
2017-07-20,,100.4,99.0,99.89,3270560.0,0.0,1.0,,98.3692556634305,96.997572815534,97.869571197411,3338077.75392238
2017-07-19,,100.2,98.6,98.89,3911178.0,0.0,1.0,,98.1733009708738,96.6056634304207,96.8897977346279,3991920.73327828
2017-07-18,,100.8,99.9,100.05,3961332.0,0.0,1.0,,98.7611650485437,97.8793689320389,98.0263349514564,4043110.11725846
2017-07-17,,101.6,100.4,100.59,2959535.0,0.0,1.0,,99.5449838187703,98.3692556634305,98.5554126213593,3020631.92402973
2017-07-16,,101.8,101.2,101.41,3035433.0,0.0,1.0,,99.7409385113269,99.153074433657,99.3588268608415,3098096.76961189
2017-07-13,,101.8,101.0,101.37,3382018.0,0.0,1.0,,99.7409385113269,98.9571197411004,99.3196359223301,3451836.70355078
2017-07-12,,102.2,101.4,101.48,4192246.0,0.0,1.0,,100.13284789644,99.3490291262137,99.4274110032363,4278791.12799339
2017-07-11,,102.0,101.0,101.08,4135879.0,0.0,1.0,,99.9368932038835,98.9571197411004,99.035501618123,4221260.48224608
2017-07-10,,101.8,101.2,101.48,4112534.0,0.0,1.0,,99.7409385113269,99.153074433657,99.4274110032363,4197433.54582989
2017-07-09,,101.8,100.4,100.82,3185365.0,0.0,1.0,,99.7409385113269,98.3692556634305,98.7807605177994,3251123.98018167
2017-07-06,,102.4,101.2,101.28,4022800.0,0.0,1.0,,100.328802588997,99.153074433657,99.2314563106797,4105847.0685384
2017-07-05,,103.0,101.2,101.68,4733678.0,0.0,1.0,,100.916666666667,99.153074433657,99.6233656957929,4831400.50206441
2017-07-04,,103.4,101.4,101.98,5412796.0,0.0,1.0,,101.30857605178,99.3490291262137,99.9172977346279,5524538.27910817
2017-07-03,,103.8,102.4,102.93,4160466.0,0.0,1.0,,101.700485436893,100.328802588997,100.848082524272,4246355.05862923
2017-07-02,,104.0,102.2,102.96,4146459.0,0.0,1.0,,101.89644012945,100.13284789644,100.877475728155,4232058.89677952
2017-06-22,,104.0,102.0,102.33,6566984.0,0.0,1.0,,101.89644012945,99.9368932038835,100.260218446602,6702553.44673823
2017-06-21,,105.4,101.2,104.06,14875742.0,0.0,1.0,,103.268122977346,99.153074433657,101.955226537217,15182838.2427746
2017-06-20,,104.0,101.4,102.41,5370586.0,0.0,1.0,,101.89644012945,99.3490291262137,100.338600323625,5481456.89182494
2017-06-19,,104.8,100.2,103.15,7178683.0,0.0,1.0,,102.680258899676,98.1733009708738,101.063632686084,7326880.41948802
2017-06-18,,102.0,98.9,101.41,3798954.0,0.0,1.0,,99.9368932038835,96.8995954692557,99.3588268608415,3877379.9702725
2017-06-15,,99.9,98.7,98.96,3709131.0,0.0,1.0,,97.8793689320389,96.7036407766991,96.9583818770227,3785702.65565648
2017-06-14,,99.7,98.7,99.15,2542078.0,0.0,1.0,,97.6834142394822,96.7036407766991,97.1445388349515,2594556.9017341
2017-06-13,,99.6,98.6,98.7,2565612.0,0.0,1.0,,97.5854368932039,96.6056634304207,96.7036407766991,2618576.73988439
2017-06-12,,100.0,98.3,99.03,3254936.0,0.0,1.0,,97.9773462783172,96.3117313915858,97.0269660194175,3322131.21056978
2017-06-11,,99.4,98.6,98.7,2245846.0,0.0,1.0,,97.3894822006473,96.6056634304207,96.7036407766991,2292209.45995045
2017-06-08,,99.4,98.2,99.14,4276939.0,0.0,1.0,,97.3894822006473,96.2137540453075,97.1347411003237,4365232.53839802
2017-06-07,,99.8,98.5,99.22,3648447.0,0.0,1.0,,97.7813915857606,96.5076860841424,97.2131229773463,3723765.88934764
2017-06-06,,100.6,98.6,98.71,6053821.0,0.0,1.0,,98.5652103559871,96.6056634304207,96.7134385113269,6178796.66061106
2017-06-05,,102.0,97.5,100.55,7003900.0,0.0,1.0,,99.9368932038835,95.5279126213593,98.5162216828479,7148489.1824938
2017-06-04,,98.7,97.2,98.34,3782533.0,0.0,1.0,,96.7036407766991,95.2339805825243,96.3509223300971,3860619.97357556
2017-06-01,,98.0,97.0,97.57,3715071.0,0.0,1.0,,96.0177993527509,95.0380258899677,95.5964967637541,3791765.28158546
2017-05-31,,98.75,97.5,97.67,3594402.0,0.0,1.0,,96.7526294498382,95.5279126213593,95.6944741100324,3668605.17919075
2017-05-30,,98.75,97.5,98.42,3708394.0,0.0,1.0,,96.7526294498382,95.5279126213593,96.4293042071198,3784950.44095788
2017-05-29,,98.25,97.25,97.82,3424385.0,0.0,1.0,,96.2627427184466,95.2829692556635,95.8414401294499,3495078.33195706
2017-05-28,,98.5,97.25,97.42,1643928.0,0.0,1.0,,96.5076860841424,95.2829692556635,95.4495307443366,1677865.40710157
2017-05-25,,99.0,98.0,98.2,2769289.0,0.0,1.0,,96.997572815534,96.0177993527509,96.2137540453075,2826458.46738233
2017-05-24,,99.0,98.0,98.4,2362937.0,0.0,1.0,,96.997572815534,96.0177993527509,96.4097087378641,2411717.69777044
2017-05-23,,98.75,97.75,98.11,2647065.0,0.0,1.0,,96.7526294498382,95.7728559870551,96.125574433657,2701711.26341866
2017-05-22,,99.5,98.75,98.84,2628815.0,0.0,1.0,,97.4874595469256,96.7526294498382,96.8408090614887,2683084.50867052
2017-05-21,,99.5,98.25,99.07,2906872.0,0.0,1.0,,97.4874595469256,96.2627427184466,97.0661569579288,2966881.74401321
2017-05-18,,98.0,97.25,97.31,2527874.0,0.0,1.0,,96.0177993527509,95.2829692556635,95.3417556634305,2580059.67299752
2017-05-17,,97.75,97.0,97.34,2539500.0,0.0,1.0,,95.7728559870551,95.0380258899677,95.371148867314,2591925.68125516
2017-05-16,,98.0,97.25,97.39,2371233.0,0.0,1.0,,96.0177993527509,95.2829692556635,95.4201375404531,2420184.9611891
2017-05-15,,97.75,97.25,97.6,3090959.0,0.0,1.0,,95.7728559870551,95.2829692556635,95.6258899676376,3154769.05367465
2017-05-14,,97.5,96.25,97.15,2366151.0,0.0,1.0,,95.5279126213593,94.3031957928803,95.1849919093852,2414998.0478943
2017-05-11,,97.5,96.25,96.6,2898227.0,0.0,1.0,,95.5279126213593,94.3031957928803,94.6461165048544,2958058.27580512
2017-05-10,,97.5,96.75,96.84,2547543.0,0.0,1.0,,95.5279126213593,94.7930825242719,94.8812621359224,2600134.72171759
2017-05-09,,97.5,95.25,97.11,3660370.0,0.0,1.0,,95.5279126213593,93.3234223300971,95.1458009708738,3735935.02890173
2017-05-08,,96.25,94.75,95.4,4403361.0,0.0,1.0,,94.3031957928803,92.8335355987056,93.4703883495146,4494264.4062758
2017-05-07,,97.0,95.5,95.73,3020817.0,0.0,1.0,,95.0380258899677,93.5683656957929,93.7937135922331,3083179.03550784
2017-05-04,,98.25,96.5,96.84,4019149.0,0.0,1.0,,96.2627427184466,94.5481391585761,94.8812621359224,4102120.69694467
2017-05-03,,99.25,97.5,97.95,4434315.0,0.0,1.0,,97.2425161812298,95.5279126213593,95.9688106796117,4525857.42361684
2017-05-02,,100.25,98.75,98.87,4110764.0,0.0,1.0,,98.222289644013,96.7526294498382,96.8702022653722,4195627.00578034
2017-05-01,,100.0,98.75,99.59,3960973.0,0.0,1.0,,97.9773462783172,96.7526294498382,97.5756391585761,4042743.70602807
2017-04-30,,99.0,96.5,98.55,4125233.0,0.0,1.0,,96.997572815534,94.5481391585761,96.5566747572816,4210394.70520231
2017-04-27,,96.25,94.25,95.98,4534377.0,0.0,1.0,,94.3031957928803,92.343648867314,94.0386569579289,4627985.11312964
2017-04-26,,97.5,94.5,94.71,4483461.0,0.0,1.0,,95.5279126213593,92.5885922330097,92.7943446601942,4576017.99834847
2017-04-25,,97.75,94.75,96.32,8260066.0,0.0,1.0,,95.7728559870551,92.8335355987056,94.3717799352751,8430587.59372419
2017-04-24,,98.0,97.5,97.68,2120185.0,0.0,1.0,,96.0177993527509,95.5279126213593,95.7042718446603,2163954.30222956
2017-04-23,,98.5,97.5,97.67,2736497.0,0.0,1.0,,96.5076860841424,95.5279126213593,95.6944741100324,2792989.50619323
2017-04-20,,98.0,96.75,97.06,4996904.0,0.0,1.0,,96.0177993527509,94.7930825242719,95.0968122977347,5100060.56482246
2017-04-19,,99.0,98.0,98.45,2769585.0,0.0,1.0,,96.997572815534,96.0177993527509,96.4586974110033,2826760.57803468
2017-04-18,,100.0,98.5,98.61,3229461.0,0.0,1.0,,97.9773462783172,96.5076860841424,96.6154611650486,3296130.30222956
